gallery_slug,photo_name,photo_slug,source_filename,source_path,full_description,date_or_century,location,material,dimensions,museum_or_collection,institution_or_owner,accession_number,sort_order,parse_method,parse_warning,image_url,destination_url,alt_text,caption,open_in_new_tab,original_image_url,original_destination_url,original_filename
heavenly-host-on-earth,SAN MIGUEL IMAGE,heavenly-host-on-earth-san-miguel-image,008-DSC00186-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/008-DSC00186-scaled.jpg,"SAN MIGUEL IMAGE

ivory and wood

Height: 30cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-009",,"Argao, Cebu",ivory and wood,Height: 30cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-009,1,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00186-scaled.jpg,https://thekabilincenter.org/san-miguel-image/,SAN MIGUEL IMAGE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00186-768x1369.jpg,https://thekabilincenter.org/san-miguel-image/,DSC00186-768x1369.jpg
heavenly-host-on-earth,SAINT MICHAEL THE ARCHANGEL,heavenly-host-on-earth-saint-michael-the-archangele,009-DSC00967-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/009-DSC00967-scaled.jpg,"SAINT MICHAEL THE ARCHANGEL

Saint Michael Height: : 96.52cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-019",,Cebu City,,Saint Michael Height: : 96.52cm,Archdiocesan Museum of Cebu,,AMC-RO-S-019,2,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00976-scaled.jpg,https://thekabilincenter.org/saint-michael-the-archangele/,SAINT MICHAEL THE ARCHANGEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00967-768x1369.jpg,https://thekabilincenter.org/saint-michael-the-archangele/,DSC00967-768x1369.jpg
heavenly-host-on-earth,SAINT MICHAEL THE ARCHANGEL,heavenly-host-on-earth-saint-michael-the-archangel,010-DSC01148-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/010-DSC01148-scaled.jpg,"SAINT MICHAEL THE ARCHANGEL

Polychromed wood; metal helmet, shield & sword

Height: 62cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-070",,"Argao, Cebu","Polychromed wood; metal helmet, shield & sword",Height: 62cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-070,3,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01152-scaled.jpg,https://thekabilincenter.org/saint-michael-the-archangel/,SAINT MICHAEL THE ARCHANGEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01148-768x1369.jpg,https://thekabilincenter.org/saint-michael-the-archangel/,DSC01148-768x1369.jpg
heavenly-host-on-earth,SAINT MICHAEL THE ARCHANGEL,heavenly-host-on-earth-saint-michael-the-archangel-2,011-DSC02122-2-1-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/011-DSC02122-2-1-scaled.jpg,"SAINT MICHAEL THE ARCHANGEL

Glass eyes

Height: 98cm

Saint Michael the Archangel Parish Church

Samboan , Cebu

Accession no. SIMPS-RO-SV-012",,"Samboan , Cebu",Glass eyes,Height: 98cm,,Saint Michael the Archangel Parish Church,SIMPS-RO-SV-012,4,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02133-scaled.jpg,https://thekabilincenter.org/saint-michael-the-archangel-2/,SAINT MICHAEL THE ARCHANGEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02122-2-1-768x1369.jpg,https://thekabilincenter.org/saint-michael-the-archangel-2/,DSC02122-2-1-768x1369.jpg
heavenly-host-on-earth,SAINT MICHAEL,heavenly-host-on-earth-saint-michael,017-DSC00234-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/017-DSC00234-scaled.jpg,"SAINT MICHAEL

De bulto

Polychromed wood with metallic monstrance and sword, verdun ring

Height: 222cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-021",,"Argao, Cebu","De bulto

Polychromed wood with metallic monstrance and sword, verdun ring",Height: 222cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-021,5,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00234-scaled.jpg,https://thekabilincenter.org/saint-michael/,SAINT MICHAEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00234-768x1369.jpg,https://thekabilincenter.org/saint-michael/,DSC00234-768x1369.jpg
heavenly-host-on-earth,SAINT GABRIEL ARCHANGEL,heavenly-host-on-earth-saint-gabriel-archangel,018-DSC01700-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/018-DSC01700-scaled.jpg,"SAINT GABRIEL ARCHANGEL

Wood sculpture, glass eyes

Height:75cm

Saint Michael the Archangel Parish Church

Samboan , Cebu

Accession no. SMPS-RO-SV-003",,"Samboan , Cebu","Wood sculpture, glass eyes",Height:75cm,,Saint Michael the Archangel Parish Church,SMPS-RO-SV-003,6,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01719-2-scaled.jpg,https://thekabilincenter.org/saint-gabriel-archangel/,SAINT GABRIEL ARCHANGEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01700-768x1369.jpg,https://thekabilincenter.org/saint-gabriel-archangel/,DSC01700-768x1369.jpg
heavenly-host-on-earth,SAN GABRIEL,heavenly-host-on-earth-san-gabriel,019-1-DSC01341-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/019-1-DSC01341-scaled.jpg,"SAN GABRIEL

glass eyes, repainted with enamel

Height: 137cm

Saint Gabriel the Archangel Parish Church

Santander, Cebu

Accession no. SGA-S-RO-SV-003",,"Santander, Cebu","glass eyes, repainted with enamel",Height: 137cm,,Saint Gabriel the Archangel Parish Church,SGA-S-RO-SV-003,7,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01329-scaled.jpg,https://thekabilincenter.org/san-gabriel/,SAN GABRIEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/1-DSC01341-768x1369.jpg,https://thekabilincenter.org/san-gabriel/,1-DSC01341-768x1369.jpg
heavenly-host-on-earth,SAN GABRIEL,heavenly-host-on-earth-san-gabriel-2,020-DSC00227-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/020-DSC00227-scaled.jpg,"SAN GABRIEL

De bulto

Height: 180cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-020",,"Argao, Cebu",De bulto,Height: 180cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-020,8,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00279-scaled.jpg,https://thekabilincenter.org/san-gabriel-2/,SAN GABRIEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00227-768x1369.jpg,https://thekabilincenter.org/san-gabriel-2/,DSC00227-768x1369.jpg
heavenly-host-on-earth,SAINT RAPHAEL THE ARCHANGEL,heavenly-host-on-earth-saint-raphael-the-archangel,021-DSC01740-2-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/021-DSC01740-2-scaled.jpg,"SAINT RAPHAEL THE ARCHANGEL

Located at the altar

Wood sculpture, glass eyes

Height: 70cm

Saint Michael the Archangel Parish Church

Samboan , Cebu

Accession no. SMPS-RO-SV-002",,"Samboan , Cebu","Wood sculpture, glass eyes",Height: 70cm,,Saint Michael the Archangel Parish Church,SMPS-RO-SV-002,9,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,Unresolved description block(s): Located at the altar,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01748-scaled.jpg,https://thekabilincenter.org/saint-raphael-the-archangel/,SAINT RAPHAEL THE ARCHANGEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01740-2-768x1369.jpg,https://thekabilincenter.org/saint-raphael-the-archangel/,DSC01740-2-768x1369.jpg
heavenly-host-on-earth,SAN RAFAEL,heavenly-host-on-earth-san-rafael,022-DSC00247-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/022-DSC00247-scaled.jpg,"SAN RAFAEL

De bulto

polychromed wood

Height: 197cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-022",,"Argao, Cebu","De bulto

polychromed wood",Height: 197cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-022,10,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00263-scaled.jpg,https://thekabilincenter.org/san-rafael/,SAN RAFAEL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00247-768x1369.jpg,https://thekabilincenter.org/san-rafael/,DSC00247-768x1369.jpg
heavenly-host-on-earth,PAIR OF ANGEL WITH ELECTRIC LAMPS,heavenly-host-on-earth-pair-of-angel-with-electric-lamps,023-DSC01679-2-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/023-DSC01679-2-scaled.jpg,"PAIR OF ANGEL WITH ELECTRIC LAMPS

Wood with electric bulbs and wirings

Height: 135cm

San Nicolas de Tolentino Parish Church

Cebu City

Accession no. SNP-RO-SV-010",,Cebu City,Wood with electric bulbs and wirings,Height: 135cm,,San Nicolas de Tolentino Parish Church,SNP-RO-SV-010,11,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01684-2-scaled.jpg,https://thekabilincenter.org/pair-of-angel-with-electric-lamps/,PAIR OF ANGEL WITH ELECTRIC LAMPS,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01679-2-768x1369.jpg,https://thekabilincenter.org/pair-of-angel-with-electric-lamps/,DSC01679-2-768x1369.jpg
heavenly-host-on-earth,PAIR OF ANGELS IN BLUE AND PINK ROBES,heavenly-host-on-earth-pair-of-angels-in-blue-and-pink-robes,029-DSC01331-scaled.jpg,../tod-gallery-images/heavenly-host-on-earth/029-DSC01331-scaled.jpg,"PAIR OF ANGELS IN BLUE AND PINK ROBES

Height: 150cm

Archdiocesan Shrine of San Vicente Ferrer

Bogo City, Cebu",,"Bogo City, Cebu",,Height: 150cm,,Archdiocesan Shrine of San Vicente Ferrer,,12,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01339-scaled.jpg,https://thekabilincenter.org/pair-of-angels-in-blue-and-pink-robes/,PAIR OF ANGELS IN BLUE AND PINK ROBES,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01331-768x1368.jpg,https://thekabilincenter.org/pair-of-angels-in-blue-and-pink-robes/,DSC01331-768x1368.jpg
holy-men-and-women-of-god,SAINT RAYMOND NONMATUR,holy-men-and-women-of-god-saint-raymond-nonmatur,003-DSC00053-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/003-DSC00053-scaled.jpg,"SAINT RAYMOND NONMATUR

De bulto, polychromed wood, glass eyes

Height (with base): 111.76cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-001",,Cebu City,"De bulto, polychromed wood, glass eyes",Height (with base): 111.76cm,Archdiocesan Museum of Cebu,,AMC-RO-S-001,1,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00078-scaled.jpg,https://thekabilincenter.org/saint-raymond-nonmatur/,SAINT RAYMOND NONMATUR,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00053-768x1369.jpg,https://thekabilincenter.org/saint-raymond-nonmatur/,DSC00053-768x1369.jpg
holy-men-and-women-of-god,SAINT NICHOLAS OF TOLENTINO,holy-men-and-women-of-god-saint-nicholas-of-tolentino,004-DSC00105-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/004-DSC00105-scaled.jpg,"SAINT NICHOLAS OF TOLENTINO

Glass eyes

Height (with base): 78.74cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-002",,Cebu City,Glass eyes,Height (with base): 78.74cm,Archdiocesan Museum of Cebu,,AMC-RO-S-002,2,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00127-scaled.jpg,https://thekabilincenter.org/saint-nicholas-of-tolentino/,SAINT NICHOLAS OF TOLENTINO,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00105-768x1369.jpg,https://thekabilincenter.org/saint-nicholas-of-tolentino/,DSC00105-768x1369.jpg
holy-men-and-women-of-god,SAINT AUGUSTINE,holy-men-and-women-of-god-saint-augustine,005-DSC00324-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/005-DSC00324-scaled.jpg,"SAINT AUGUSTINE

FROM SAINT JOSEPH THE PATRIARCH PARISH, MABOLO, CEBU CITY

Polychromed wood

Height (with base): 129.54cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-010",,Cebu City,Polychromed wood,Height (with base): 129.54cm,Archdiocesan Museum of Cebu,"FROM SAINT JOSEPH THE PATRIARCH PARISH, MABOLO, CEBU CITY",AMC-RO-S-010,3,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00324-1-scaled.jpg,https://thekabilincenter.org/saint-augustine/,SAINT AUGUSTINE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00324-768x1369.jpg,https://thekabilincenter.org/saint-augustine/,DSC00324-768x1369.jpg
holy-men-and-women-of-god,SAINT ANTHONY OF PADUA,holy-men-and-women-of-god-saint-anthony-of-padua,006-DSC00568-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/006-DSC00568-scaled.jpg,"SAINT ANTHONY OF PADUA

FROM SAN GUILLERMO DE AQUITAÑA PARISH, DALAGUETE, CEBU

De bulto , polychromed wood, glass eyes

Height: 11.684cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-012",,Cebu City,"De bulto , polychromed wood, glass eyes",Height: 11.684cm,Archdiocesan Museum of Cebu,"FROM SAN GUILLERMO DE AQUITAÑA PARISH, DALAGUETE, CEBU",AMC-RO-S-012,4,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00579-scaled.jpg,https://thekabilincenter.org/saint-anthony-of-padua/,SAINT ANTHONY OF PADUA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00568-768x1369.jpg,https://thekabilincenter.org/saint-anthony-of-padua/,DSC00568-768x1369.jpg
holy-men-and-women-of-god,SAINT JOHN SAHAGUN,holy-men-and-women-of-god-saint-john-sahagun,007-DSC00601-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/007-DSC00601-scaled.jpg,"SAINT JOHN SAHAGUN

FROM SAINT FRANCIS OF ASSISI PARISH, NAGA, CEBU

De bulto , polychromed wood, glass eyes

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-007",,Cebu City,"De bulto , polychromed wood, glass eyes",,Archdiocesan Museum of Cebu,"FROM SAINT FRANCIS OF ASSISI PARISH, NAGA, CEBU",AMC-RO-S-007,5,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00618-scaled.jpg,https://thekabilincenter.org/saint-john-sahagun/,SAINT JOHN SAHAGUN,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00601-768x1369.jpg,https://thekabilincenter.org/saint-john-sahagun/,DSC00601-768x1369.jpg
holy-men-and-women-of-god,SAINT RITA OF CASCIA,holy-men-and-women-of-god-saint-rita-of-cascia,008-DSC00235-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/008-DSC00235-scaled.jpg,"SAINT RITA OF CASCIA

FROM SAINT JOSEPH THE PATRIARCH PARISH. MABOLO, CEBU CITY

Polychromed wood

Height (with base): 127cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-005",,Cebu City,Polychromed wood,Height (with base): 127cm,Archdiocesan Museum of Cebu,"FROM SAINT JOSEPH THE PATRIARCH PARISH. MABOLO, CEBU CITY",AMC-RO-S-005,6,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00246-scaled.jpg,https://thekabilincenter.org/saint-rita-of-cascia/,SAINT RITA OF CASCIA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00235-768x1369.jpg,https://thekabilincenter.org/saint-rita-of-cascia/,DSC00235-768x1369.jpg
holy-men-and-women-of-god,SAINT MARY MAGDALENE,holy-men-and-women-of-god-saint-mary-magdalene,009-DSC00481-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/009-DSC00481-scaled.jpg,"SAINT MARY MAGDALENE

De bulto , polychrome wood, glass eyes

Height (without the halo): 88.9cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-008",,Cebu City,"De bulto , polychrome wood, glass eyes",Height (without the halo): 88.9cm,Archdiocesan Museum of Cebu,,AMC-RO-S-008,7,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00540-scaled.jpg,https://thekabilincenter.org/saint-mary-magdalene/,SAINT MARY MAGDALENE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00481-768x1369.jpg,https://thekabilincenter.org/saint-mary-magdalene/,DSC00481-768x1369.jpg
holy-men-and-women-of-god,SAINT LUCAS,holy-men-and-women-of-god-saint-lucas,010-DSC01002-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/010-DSC01002-scaled.jpg,"SAINT LUCAS

Ivory head and hands, wooden body, ivory book and quill

Height: 71.12cm

Archdiocesan Museum of Cebu

Cebu City

Accession no. AMC-RO-S-017",,Cebu City,"Ivory head and hands, wooden body, ivory book and quill",Height: 71.12cm,Archdiocesan Museum of Cebu,,AMC-RO-S-017,8,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01025-scaled.jpg,https://thekabilincenter.org/saint-lucas/,SAINT LUCAS,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01002-768x1369.jpg,https://thekabilincenter.org/saint-lucas/,DSC01002-768x1369.jpg
holy-men-and-women-of-god,SAINT PETER IN HIS THRONE,holy-men-and-women-of-god-saint-peter-in-his-throne,011-DSC01855-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/011-DSC01855-2-scaled.jpg,"SAINT PETER IN HIS THRONE

Height: 225cm

Cebu Metropolitan Cathedral

Cebu City

Accession no. CMC-RO-SV-018",,Cebu City,,Height: 225cm,,Cebu Metropolitan Cathedral,CMC-RO-SV-018,9,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01867-2-scaled.jpg,https://thekabilincenter.org/saint-peter-in-his-throne/,SAINT PETER IN HIS THRONE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01855-2-768x1369.jpg,https://thekabilincenter.org/saint-peter-in-his-throne/,DSC01855-2-768x1369.jpg
holy-men-and-women-of-god,SAINT ANTHONY OF VERDUN WITH THE CHILD JESUS,holy-men-and-women-of-god-saint-anthony-of-verdun-with-the-child-jesus,012-DSC02296-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/012-DSC02296-2-scaled.jpg,"SAINT ANTHONY OF VERDUN WITH THE CHILD JESUS

Wood with glass eyes

Height: 106cm

Cebu Metropolitan Cathedral

Cebu City

Accession no. CMC-RO-SV-012",,Cebu City,Wood with glass eyes,Height: 106cm,,Cebu Metropolitan Cathedral,CMC-RO-SV-012,10,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02309-2-scaled.jpg,https://thekabilincenter.org/saint-anthony-of-verdun-with-the-child-jesus/,SAINT ANTHONY OF VERDUN WITH THE CHILD JESUS,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02296-2-768x1369.jpg,https://thekabilincenter.org/saint-anthony-of-verdun-with-the-child-jesus/,DSC02296-2-768x1369.jpg
holy-men-and-women-of-god,SAINT PAUL,holy-men-and-women-of-god-saint-paul,013-DSC01962-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/013-DSC01962-scaled.jpg,"SAINT PAUL

Glass eyes

Height: 71.5cm

Saint Francis of Assisi Parish Church

Dumanjug, Cebu

Accession no. DUP-RO-SV-002",,"Dumanjug, Cebu",Glass eyes,Height: 71.5cm,,Saint Francis of Assisi Parish Church,DUP-RO-SV-002,11,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01977-scaled.jpg,https://thekabilincenter.org/saint-paul/,SAINT PAUL,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01962-768x1369.jpg,https://thekabilincenter.org/saint-paul/,DSC01962-768x1369.jpg
holy-men-and-women-of-god,SAINT PETER,holy-men-and-women-of-god-saint-peter,014-DSC01991-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/014-DSC01991-scaled.jpg,"SAINT PETER

Glass eyes

Height: 73cm

Saint Francis of Assisi Parish Church

Dumanjug, Cebu

Accession no. DUP-RO-SV-003",,"Dumanjug, Cebu",Glass eyes,Height: 73cm,,Saint Francis of Assisi Parish Church,DUP-RO-SV-003,12,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01999-scaled.jpg,https://thekabilincenter.org/saint-peter/,SAINT PETER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01991-768x1369.jpg,https://thekabilincenter.org/saint-peter/,DSC01991-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer,015-DSC02328-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/015-DSC02328-2-scaled.jpg,"SAN VICENTE FERRER

Wood with glass eyes

Height: 106cm

Cebu Metropolitan Cathedral

Cebu City

Accession no. CMC-RO-SV-011",,Cebu City,Wood with glass eyes,Height: 106cm,,Cebu Metropolitan Cathedral,CMC-RO-SV-011,13,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02353-2-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer/,SAN VICENTE FERRER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02328-2-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer/,DSC02328-2-768x1369.jpg
holy-men-and-women-of-god,SAINTS PAUL AND PETER,holy-men-and-women-of-god-saints-paul-and-peter,016-DSC01988-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/016-DSC01988-scaled.jpg,"SAINTS PAUL AND PETER

Saint Francis of Assisi Parish Church

Dumanjug, Cebu

Accession nos. DUP-RO-SV-002 and DUP-RO-SV-003",,"Dumanjug, Cebu",,,,Saint Francis of Assisi Parish Church,s. DUP-RO-SV-002 and DUP-RO-SV-003,14,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01985-scaled.jpg,https://thekabilincenter.org/saints-paul-and-peter/,SAINTS PAUL AND PETER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01988-768x1369.jpg,https://thekabilincenter.org/saints-paul-and-peter/,DSC01988-768x1369.jpg
holy-men-and-women-of-god,SAINT FRANCIS,holy-men-and-women-of-god-saint-francis,017-DSC02009-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/017-DSC02009-scaled.jpg,"SAINT FRANCIS

Height: 86cm

Saint Francis of Assisi Parish Church

Dumanjug, Cebu

Accession no. DUP-RO-SV-009",,"Dumanjug, Cebu",,Height: 86cm,,Saint Francis of Assisi Parish Church,DUP-RO-SV-009,15,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02033-scaled.jpg,https://thekabilincenter.org/saint-francis/,SAINT FRANCIS,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02009-768x1369.jpg,https://thekabilincenter.org/saint-francis/,DSC02009-768x1369.jpg
holy-men-and-women-of-god,SAINT CLAIRE,holy-men-and-women-of-god-saint-claire,018-DSC02050-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/018-DSC02050-scaled.jpg,"SAINT CLAIRE

Height: 121cm

Saint Francis of Assisi Parish Church

Dumanjug, Cebu

Accession no. DUP-RO-SV-008",,"Dumanjug, Cebu",,Height: 121cm,,Saint Francis of Assisi Parish Church,DUP-RO-SV-008,16,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02052-scaled.jpg,https://thekabilincenter.org/saint-claire/,SAINT CLAIRE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02050-768x1369.jpg,https://thekabilincenter.org/saint-claire/,DSC02050-768x1369.jpg
holy-men-and-women-of-god,SAN LORENZO RUIZ DE MANILA,holy-men-and-women-of-god-san-lorenzo-ruiz-de-manila,024-DSC01453-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/024-DSC01453-scaled.jpg,"SAN LORENZO RUIZ DE MANILA

Height: 114cm

Archdiocesan Shrine of Our Lady of Guadalupe de Cebu

Cebu City

Accession no. GP-RO-SV-011",,Cebu City,,Height: 114cm,,Archdiocesan Shrine of Our Lady of Guadalupe de Cebu,GP-RO-SV-011,17,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01478-scaled.jpg,https://thekabilincenter.org/san-lorenzo-ruiz-de-manila/,SAN LORENZO RUIZ DE MANILA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01453-768x1369.jpg,https://thekabilincenter.org/san-lorenzo-ruiz-de-manila/,DSC01453-768x1369.jpg
