parent_gallery_name,parent_gallery_item_id,photo_set_name,photo_set_slug,photo_count,photo_names,photo_item_ids,source_values,grouping_source,grouping_confidence,is_singleton,warnings
Images of Christ,6a66d179891d895436262309,Sacred Heart of Jesus,images-of-christ-sacred-heart-of-jesus,7,SACRED HEART OF JESUS,6a679dd1e4223da842ea5389 | 6a679dd42d6d999f309cd2de | 6a679dd56bb5de7ea718d69c | 6a679dd6ca704d21d80977df | 6a679dd71cf84c122f32a069 | 6a679dd7d0581e7876fc9093 | 6a679dd864f8d69fc30fa7d8,sacred-heart-of-jesus-2 | sacred-heart-of-jesus-3 | sacred-heart-of-jesus-4 | sacred-heart-of-jesus-5 | sacred-heart-of-jesus-6 | sacred-heart-of-jesus-7 | st-sacred-heart-of-jesus,CMS Name,high,false,truncated source filename
Images of Christ,6a66d179891d895436262309,Salvador Mundi (Savior of the World),salvador-mundi-savior-of-the-world,1,SALVADOR MUNDI (SAVIOR OF THE WORLD),6a679dda6a0d5f994c3905b9,undi-savior-of-the-world,CMS Name,high,true,singleton set | truncated source filename
Images of Christ,6a66d179891d895436262309,Santa Cross,santa-cross,3,SANTA CROSS,6a679da5982910d5c317f5ca | 6a679daa2ab6542afae74559 | 6a679dc61b2e0e87bdd3e5ec,image-043-a42d06d1f7 | image-054-ddb82092a6 | of-christ-santa-cross-2,CMS Name,high,false,truncated source filename
Images of Christ,6a66d179891d895436262309,Santa Cruz,santa-cruz,1,SANTA CRUZ,6a679db2d0581e7876fc7305,image-045-c27dda3467,CMS Name,high,true,singleton set | truncated source filename
Images of Christ,6a66d179891d895436262309,Santo Entierro,santo-entierro,6,SANTO ENTIERRO,6a679db6ca704d21d8096916 | 6a679db82ab6542afae74f16 | 6a679dbcb33f1426ff295181 | 6a679dc12ab6542afae7564f | 6a679dc5ebb5c526c04d3552 | 6a679dc9ebb5c526c04d3897,christ-santo-entierro-6 | image-047-0765acd3f4 | image-048-d272698e25 | image-050-b8d2388597 | image-051-21bd05a00f | image-053-8c207c0822,CMS Name,high,false,truncated source filename
Images of Christ,6a66d179891d895436262309,Santo Lutresso,santo-lutresso,1,SANTO LUTRESSO,6a679dc61b2e0e87bdd3e62b,image-055-b58b85f340,CMS Name,high,true,singleton set | truncated source filename
Images of Christ,6a66d179891d895436262309,"Santo Nino, El Salvador Del Mundo",santo-nino-el-salvador-del-mundo,1,"SANTO NINO, EL SALVADOR DEL MUNDO",6a679d7c1b2e0e87bdd3d0fc,no-el-salvador-del-mundo,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Images of Christ,6a66d179891d895436262309,Santo Niño,santo-nino,14,SANTO NIÑO,6a679ae3cb07e5125504cb4c | 6a679d69982910d5c317d3e9 | 6a679d6a0c02f7b16f394576 | 6a679d6c4b2acdc529a0d33a | 6a679d6d08b9a44c5a9bab1b | 6a679d6e48fe08facb655f62 | 6a679d6f6a0d5f994c38e069 | 6a679d730fb9b1f19aae43c2 | 6a679d74982910d5c317da3b | 6a679d7548fe08facb656533 | 6a679d780fb9b1f19aae48c2 | 6a679d78ada99a788db21ab7 | 6a679d791b2e0e87bdd3d070 | 6a679d7bdffe953a779d50be,ges-of-christ-santo-nino | of-christ-santo-nino-10 | of-christ-santo-nino-11 | of-christ-santo-nino-12 | of-christ-santo-nino-13 | of-christ-santo-nino-15 | s-of-christ-santo-nino-3 | s-of-christ-santo-nino-4 | s-of-christ-santo-nino-5 | s-of-christ-santo-nino-6 | s-of-christ-santo-nino-7 | s-of-christ-santo-nino-8 | s-of-christ-santo-nino-9,CMS Name,high,false,truncated source filename | unusually large set | potential near-duplicate set name within the same Gallery
Images of Christ,6a66d179891d895436262309,Santo Niño De Poro,santo-nino-de-poro,1,SANTO NIÑO DE PORO,6a679d712ab6542afae724d9,hrist-santo-nino-de-poro,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Images of Christ,6a66d179891d895436262309,Santo Niño the Carpenter,santo-nino-the-carpenter,1,SANTO NIÑO THE CARPENTER,6a679d7dd0581e7876fc595b,santo-nino-the-carpenter,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Images of Christ,6a66d179891d895436262309,Wooden Cross,wooden-cross,1,WOODEN CROSS,6a679da478a10dded912e3ac,image-042-09672ceb16,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Birhen Sa Barangay,birhen-sa-barangay,2,BIRHEN SA BARANGAY,6a679e412d6d999f309d2865 | 6a679e419e9b3c4d1d726ea8,ary-birhen-sa-barangay-2 | mary-birhen-sa-barangay,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Birhen Sa Regla,in-love-with-mary-birhen-sa-regla,3,Birhen sa Regla | BIRHEN SA REGLA,6a679de26691b1c612449841 | 6a679e3b4b2acdc529a153a1 | 6a679e4d48fe08facb65c8c1,h-mary-birhen-sa-regla-2 | h-mary-birhen-sa-regla-3 | ith-mary-birhen-sa-regla,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Blessed Virgin,in-love-with-mary-blessed-virgin,6,Blessed Virgin,6a679ddbebb5c526c04d43cb | 6a679dddbd61fb1cdcd7c0d6 | 6a679dde3be05a134f6449c1 | 6a679de02ab6542afae76c71 | 6a679de11b2e0e87bdd3ee93 | 6a679de5e4223da842ea615a,th-mary-blessed-virgin-2 | th-mary-blessed-virgin-3 | th-mary-blessed-virgin-4 | th-mary-blessed-virgin-5 | th-mary-blessed-virgin-6 | with-mary-blessed-virgin,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Devotional Image of the Legion of Mary,devotional-image-of-the-legion-of-mary,1,DEVOTIONAL IMAGE OF THE LEGION OF MARY,6a679e33312313cb551e2596,ge-of-the-legion-of-mary,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Estandarte De La Nuestra Señora De La Consolacion Y Correa,estandarte-de-la-nuestra-senora-de-la-consolacion-y-correa,1,ESTANDARTE DE LA NUESTRA SEÑORA DE LA CONSOLACION Y CORREA,6a679e48bded1ae16ef81e63,la-consolacion-y-correa,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Estandarte De La Nuestra Señora De Lourdes,estandarte-de-la-nuestra-senora-de-lourdes,1,ESTANDARTE DE LA NUESTRA SEÑORA DE LOURDES,6a679e4b4b2acdc529a15f68,uestra-senora-de-lourdes,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Estandarte De La Nuestra Señora Del Carmen,estandarte-de-la-nuestra-senora-del-carmen,1,ESTANDARTE DE LA NUESTRA SEÑORA DEL CARMEN,6a679e4939a6297b82e0afe6,uestra-senora-del-carmen,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Immaculate Heart of Mary,immaculate-heart-of-mary,3,IMMACULATE HEART OF MARY,6a679e220fb9b1f19aaebfc5 | 6a679e236691b1c61244a53f | 6a679e242d6d999f309d1432,immaculate-heart-of-mary | maculate-heart-of-mary-2 | maculate-heart-of-mary-3,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,"Mary, Help of Christians",mary-help-of-christians,1,"MARY, HELP OF CHRISTIANS",6a679e3f165b3085407877c7,mary-help-of-christians,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Mater Dolorosa,mater-dolorosa,4,MATER DOLOROSA,6a679e19efbaeffca01079cd | 6a679e1a0fb9b1f19aaeb9f2 | 6a679e1dbd61fb1cdcd7e75c | 6a679e1ecb07e51255069bcd,th-mary-mater-dolorosa-2 | th-mary-mater-dolorosa-3 | th-mary-mater-dolorosa-4 | with-mary-mater-dolorosa,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Del Patrocinio,nuestra-del-patrocinio,1,Nuestra Del Patrocinio,6a679ddfefbaeffca0105d66,y-nuestra-del-patrocinio,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Senora De La Immaculada Concepcion,nuestra-senora-de-la-immaculada-concepcion,1,Nuestra Senora De la Immaculada Concepcion,6a679de79e9b3c4d1d723b3d,la-immaculada-concepcion,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Senora Virgen De La Regla,nuestra-senora-virgen-de-la-regla,1,Nuestra Senora Virgen De la Regla,6a679de655b8941c6fdcc227,enora-virgen-de-la-regla,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Asunción,nuestra-senora-de-la-asuncion,1,Nuestra Señora de la Asunción,6a679e4eca704d21d809ab3d,ra-senora-de-la-asuncion,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Consolacion Y Correa De Alcoy,nuestra-senora-de-la-consolacion-y-correa-de-alcoy,1,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE ALCOY,6a679debeeade61073c3123f,lacion-y-correa-de-alcoy,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Consolacion Y Correa De Argao,nuestra-senora-de-la-consolacion-y-correa-de-argao,1,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE ARGAO,6a679ded7b200521e815c3fe,lacion-y-correa-de-argao,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Consolacion Y Correa De Carcar,nuestra-senora-de-la-consolacion-y-correa-de-carcar,2,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR,6a679df439a6297b82e09606 | 6a679df44b2acdc529a12847,acion-y-correa-de-carcar | ion-y-correa-de-carcar-2,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Consolacion Y Correa De Dalaguete,nuestra-senora-de-la-consolacion-y-correa-de-dalaguete,1,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE DALAGUETE,6a679defcb07e51255067bea,on-y-correa-de-dalaguete,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Consolacion Y Correa De San Nicolas,nuestra-senora-de-la-consolacion-y-correa-de-san-nicolas,1,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE SAN NICOLAS,6a679df2d0581e7876fca3f3,y-correa-de-san-nicolas,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Consolacion Y Correa De Talisay,nuestra-senora-de-la-consolacion-y-correa-de-talisay,1,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE TALISAY,6a679df1e4223da842ea69f7,cion-y-correa-de-talisay,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Inmaculada Concepcion,nuestra-senora-de-la-inmaculada-concepcion,8,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,6a679df73b7bf7fb5d4b0b47 | 6a679df80fb9b1f19aaea19e | 6a679dfa7b200521e815c931 | 6a679dfb9e9b3c4d1d7245fa | 6a679e01dffe953a779d9807 | 6a679e028acb3b3a1418b865 | 6a679e03b33f1426ff297117 | 6a679e049e9b3c4d1d7248d0,inmaculada-concepcion-2 | inmaculada-concepcion-3 | inmaculada-concepcion-4 | inmaculada-concepcion-5 | inmaculada-concepcion-6 | inmaculada-concepcion-7 | inmaculada-concepcion-8 | la-inmaculada-concepcion,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De La Medalla Milagrosa,nuestra-senora-de-la-medalla-milagrosa,5,NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,6a679e2b3b7bf7fb5d4b2d65 | 6a679e2f3b7bf7fb5d4b2f66 | 6a679e30d0581e7876fcc417 | 6a679e31efbaeffca01083ef | 6a679e321cf84c122f32af74,de-la-medalla-milagrosa | e-la-medalla-milagrosa-2 | e-la-medalla-milagrosa-3 | e-la-medalla-milagrosa-4 | e-la-medalla-milagrosa-5,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora De Los Dolores,nuestra-senora-de-los-dolores,3,NUESTRA SEÑORA DE LOS DOLORES,6a679e1cbd61fb1cdcd7e69c | 6a679e20ada99a788db260de | 6a679e2178a10dded9132d66,ra-senora-de-los-dolores | senora-de-los-dolores-2 | senora-de-los-dolores-3,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora Del Carmen,nuestra-senora-del-carmen,4,NUESTRA SEÑORA DEL CARMEN,6a679e1439a6297b82e09d71 | 6a679e14ef3349cb653b6c0e | 6a679e16ebb5c526c04d63a5 | 6a679e18ef3349cb653b6ddb,stra-senora-del-carmen-2 | stra-senora-del-carmen-3 | stra-senora-del-carmen-4 | uestra-senora-del-carmen,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora Del Patrocinio De Maria,nuestra-senora-del-patrocinio-de-maria,1,Nuestra Señora del Patrocinio de Maria,6a679e4c6bb5de7ea71916cc,del-patrocinio-de-maria,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora Del Patrocinio La Chinita,nuestra-senora-del-patrocinio-la-chinita,1,Nuestra Señora del Patrocinio - La Chinita,6a679de8bd61fb1cdcd7c775,el-patrocinio-la-chinita,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora Del Patrocinio La Mestiza,nuestra-senora-del-patrocinio-la-mestiza,1,Nuestra Señora del Patrocinio - La Mestiza,6a679deabd61fb1cdcd7c8ec,el-patrocinio-la-mestiza,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Nuestra Señora Del Santisimo Rosario,nuestra-senora-del-santisimo-rosario,8,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,6a679e093b7bf7fb5d4b14fd | 6a679e0c0fb9b1f19aaeb183 | 6a679e0c6691b1c612449e90 | 6a679e0dca704d21d8098c1f | 6a679e0e6691b1c612449f03 | 6a679e0edffe953a779d9f06 | 6a679e10b33f1426ff297a33 | 6a679e1206a41013871530df,del-santisimo-rosario-2 | del-santisimo-rosario-3 | del-santisimo-rosario-4 | del-santisimo-rosario-5 | del-santisimo-rosario-6 | del-santisimo-rosario-7 | el-santisimo-rosario-3-2 | ra-del-santisimo-rosario,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Our Lady of Lourdes,our-lady-of-lourdes,3,OUR LADY OF LOURDES,6a679e341b2e0e87bdd4088d | 6a679e34312313cb551e262b | 6a679e356bb5de7ea71908b2,mary-our-lady-of-lourdes | ry-our-lady-of-lourdes-2 | ry-our-lady-of-lourdes-3,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Our Lady of Perpetual Help,our-lady-of-perpetual-help,2,OUR LADY OF PERPETUAL HELP,6a679e3806a4101387154ba8 | 6a679e393be05a134f6453d9,lady-of-perpetual-help-2 | r-lady-of-perpetual-help,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Our Lady of the Sacred Heart,in-love-with-mary-our-lady-of-the-sacred-heart,1,OUR LADY OF THE SACRED HEART,6a679e25875af87798b89670,lady-of-the-sacred-heart,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Queen of the Most Holy Eucharist,queen-of-the-most-holy-eucharist,1,QUEEN OF THE MOST HOLY EUCHARIST,6a679e4008b9a44c5a9bdcdf,the-most-holy-eucharist,CMS Name,high,true,singleton set | truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Virgen De Las Flores,virgen-de-las-flores,3,VIRGEN DE LAS FLORES,6a679e4239a6297b82e0ac11 | 6a679e456a0d5f994c3937a5 | 6a679e46bded1ae16ef81daf,ary-virgen-de-las-flores | y-virgen-de-las-flores-2 | y-virgen-de-las-flores-3,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Virgen De Los Remedios,virgen-de-los-remedios,3,VIRGEN DE LOS REMEDIOS,6a679e3c06a4101387155045 | 6a679e3e39a6297b82e0a928 | 6a679e3eca704d21d809a3ed,virgen-de-los-remedios-2 | virgen-de-los-remedios-3 | y-virgen-de-los-remedios,CMS Name,high,false,truncated source filename
In Love with Mary,6a4130fb64e5cff40d221d56,Virgin Mary,virgin-mary,2,VIRGIN MARY,6a679e44bf7a891e91125a1f | 6a679e44cb07e5125506b2bb,ve-with-mary-virgin-mary | with-mary-virgin-mary-2,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
In Love with Mary,6a4130fb64e5cff40d221d56,Virgin Mary with the Child Jesus,virgin-mary-with-the-child-jesus,1,VIRGIN MARY WITH THE CHILD JESUS,6a679e3aca704d21d809a1bc,ary-with-the-child-jesus,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Altar,liturgy-and-the-sacraments-2-altar,1,ALTAR,6a679e52ca704d21d809ae0d,d-the-sacraments-2-altar,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Arras,arras,1,ARRAS,6a679ec33b7bf7fb5d4b9762,d-the-sacraments-2-arras,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Baptismal Shell,baptismal-shell,1,BAPTISMAL SHELL,6a679ecfe4223da842eaea59,aments-2-baptismal-shell,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Bells,bells,1,BELLS,6a679f2306a410138715e871,d-the-sacraments-2-bells,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Book Holder,book-holder,1,BOOK HOLDER,6a679f3e3b7bf7fb5d4bf438,sacraments-2-book-holder,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Candle Holder,liturgy-and-the-sacraments-2-candle-holder,6,CANDLE HOLDER,6a679ee448fe08facb6621ed | 6a679ee75fb312a8c2cfd5c2 | 6a679eea7b200521e81612f2 | 6a679eed1e982a57a4719810 | 6a679ef2de56670668b828b6 | 6a679ef7165b30854078b921,aments-2-candle-holder-2 | aments-2-candle-holder-3 | aments-2-candle-holder-4 | aments-2-candle-holder-5 | e-sacraments-2-chalice-5 | ents-2-candle-holder-4-2,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Chalice,chalice,8,CHALICE,6a679e622d6d999f309d4251 | 6a679e676691b1c61244ba21 | 6a679e6c2ab6542afae7bb50 | 6a679e6fefbaeffca010a3a4 | 6a679e721cf84c122f32bdcc | 6a679e807887d4eb8fb4860d | 6a679e9d7b200521e815f43c | 6a679ea1efbaeffca010be6a,e-sacraments-2-chalice-2 | e-sacraments-2-chalice-3 | e-sacraments-2-chalice-4 | e-sacraments-2-chalice-5 | e-sacraments-2-chalice-6 | e-sacraments-2-chalice-7 | e-sacraments-2-chalice-8 | the-sacraments-2-chalice,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Chalice and Paten,chalice-and-paten,4,CHALICE AND PATEN,6a679e756bb5de7ea7192860 | 6a679e7b2ab6542afae7c354 | 6a679e931b2e0e87bdd433c3 | 6a679e9acb07e5125506ef09,ents-2-chalice-and-paten | ts-2-chalice-and-paten-2 | ts-2-chalice-and-paten-3 | ts-2-chalice-and-paten-4,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Church Bell,church-bell,1,CHURCH BELL,6a679f1f2ab6542afae82c1f,sacraments-2-church-bell,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Ciborium,ciborium,5,CIBORIUM,6a679e84b33f1426ff29c827 | 6a679e87ca704d21d809c649 | 6a679e90ef3349cb653b94df | 6a679e97bded1ae16ef83ab5 | 6a679ed6dffe953a779e138e,acraments-2-ciborium-3-2 | he-sacraments-2-ciborium | sacraments-2-ciborium-2 | sacraments-2-ciborium-3 | sacraments-2-ciborium-4,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Crucifix,liturgy-and-the-sacraments-2-crucifix,2,CRUCIFIX,6a679e55312313cb551e2d7f | 6a679e588acb3b3a1418df71,sacraments-2-crucifix-15 | sacraments-2-crucifix-16,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Glass Chalice,glass-chalice,1,GLASS CHALICE,6a679e8b2ab6542afae7ccd3,craments-2-glass-chalice,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Hostiano (Host Maker),hostiano-host-maker,1,HOSTIANO (HOST MAKER),6a679ee3ebb5c526c04dba6c,ts-2-hostiano-host-maker,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Liturgical Objects,liturgical-objects,5,LITURGICAL OBJECTS,6a679efb7b200521e8161ddf | 6a679f07de56670668b830b3 | 6a679f140c02f7b16f39b394 | 6a679f2d47694145669db8b6 | 6a679f3148fe08facb665e2a,nts-2-liturgical-objects | s-2-liturgical-objects-2 | s-2-liturgical-objects-3 | s-2-liturgical-objects-4 | s-2-liturgical-objects-5,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Matraca,matraca,2,MATRACA,6a679f27fd200fc82a70a7a3 | 6a679f2ade56670668b840c9,e-sacraments-2-matraca-2 | the-sacraments-2-matraca,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Monstrance,monstrance,5,MONSTRANCE,6a679ea52d6d999f309d708c | 6a679ea878a10dded9135b08 | 6a679eac3b7bf7fb5d4b8314 | 6a679eb0ada99a788db29a1a | 6a679eb4165b308540789a4c,acraments-2-monstrance-2 | acraments-2-monstrance-3 | acraments-2-monstrance-4 | acraments-2-monstrance-5 | sacraments-2-monstrance,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Objects for Liturgical Celebration,objects-for-liturgical-celebration,1,OBJECTS FOR LITURGICAL CELEBRATION,6a679ec77b200521e815fe28,r-liturgical-celebration,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Oil Containers,oil-containers,1,OIL CONTAINERS,6a679eba2d6d999f309d7f50,raments-2-oil-containers,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Orimon,orimon,1,ORIMON,6a679f390fb9b1f19aaf5139,the-sacraments-2-orimon,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Pair of Crucifixes,pair-of-crucifixes,1,PAIR OF CRUCIFIXES,6a679e5b51998a2e38c98d03,nts-2-pair-of-crucifixes,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Portapaz,portapaz,2,PORTAPAZ,6a679ebe2ab6542afae7ece0 | 6a679f0f6bb5de7ea7196f6d,he-sacraments-2-portapaz | sacraments-2-portapaz-2,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Processional Cross,processional-cross,1,PROCESSIONAL CROSS,6a679e5fefbaeffca0109dde,nts-2-processional-cross,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Ruedas,ruedas,2,RUEDAS,6a679f1809d6d5deb16d365e | 6a679f1b2d6d999f309db671,he-sacraments-2-ruedas-2 | the-sacraments-2-ruedas,CMS Name,high,false,truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Set of Cruets,set-of-cruets,1,SET OF CRUETS,6a679eb72d6d999f309d7e2e,craments-2-set-of-cruets,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Silver Guidon,silver-guidon,1,SILVER GUIDON,6a679f345fb312a8c2cfe0b1,craments-2-silver-guidon,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Silver Plated Brass Incense Burner,silver-plated-brass-incense-burner,1,SILVER-PLATED BRASS INCENSE BURNER,6a679edd6bb5de7ea7195d42,ted-brass-incense-burner,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Small Cauldrons,small-cauldrons,1,SMALL CAULDRONS,6a679ed93b7bf7fb5d4ba78f,aments-2-small-cauldrons,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Tabernacle,liturgy-and-the-sacraments-2-tabernacle,1,TABERNACLE,6a679f0b165b30854078c6d5,sacraments-2-tabernacle,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Tabernacolo,tabernacolo,1,TABERNACOLO,6a679f0106a410138715ce0f,sacraments-2-tabernacolo,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Vimayeras,vimayeras,1,VIMAYERAS,6a679ed348fe08facb661473,e-sacraments-2-vimayeras,CMS Name,high,true,singleton set | truncated source filename
Liturgy and the Sacraments,6a679b491b2e0e87bdd332b1,Wooden Box for Holy Oil,wooden-box-for-holy-oil,1,WOODEN BOX FOR HOLY OIL,6a679ecbb33f1426ff29ec41,wooden-box-for-holy-oil,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,5 Joyful Mysteries,5-joyful-mysteries,1,5 JOYFUL MYSTERIES,6a679f8208b9a44c5a9c6792,acred-5-joyful-mysteries,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Painting the Sacred,6a679b45958e708dc185c91a,5 Joyful Mysteries (on Lawanit),5-joyful-mysteries-on-lawanit,1,5 JOYFUL MYSTERIES (ON LAWANIT),6a679f7febb5c526c04e093e,ful-mysteries-on-lawanit,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Painting the Sacred,6a679b45958e708dc185c91a,Birhen Sa Regla,painting-the-sacred-birhen-sa-regla,3,BIRHEN SA REGLA,6a679f576bb5de7ea7199154 | 6a679f6fd42dd196cb09eabf | 6a679f7306a4101387161595,sacred-birhen-sa-regla-4 | sacred-birhen-sa-regla-5 | sacred-birhen-sa-regla-6,CMS Name,high,false,truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Joyful Mysteries of the Rosary,joyful-mysteries-of-the-rosary,1,JOYFUL MYSTERIES OF THE ROSARY,6a679f88ca704d21d80a2946,mysteries-of-the-rosary,CMS Name,high,true,singleton set | truncated source filename
