name,slug,gallery_slug,image_filename,image_path,image_url,destination_url,alt_text,caption,description,sort_order,open_in_new_tab,original_image_url,original_destination_url,original_filename,parse_method,parse_warning
SANTO TOMAS DE VILLANUEVA,holy-men-and-women-of-god-santo-tomas-de-villanueva,holy-men-and-women-of-god,086-DSC01384-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/086-DSC01384-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01475-2-scaled.jpg,https://thekabilincenter.org/santo-tomas-de-villanueva/,SANTO TOMAS DE VILLANUEVA,,"SANTO TOMAS DE VILLANUEVA

Height: 145cm

Santo Tomas de Villanueva Parish Church

Danao City, Cebu

Accession no. STVP-RO-SV-040",59,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01384-2-768x1369.jpg,https://thekabilincenter.org/santo-tomas-de-villanueva/,DSC01384-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN FERNANDO REY (PROCESSIONAL IMAGE),holy-men-and-women-of-god-san-fernando-rey-processional-image,holy-men-and-women-of-god,087-DSC02050-1-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/087-DSC02050-1-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02057-scaled.jpg,https://thekabilincenter.org/san-fernando-rey-processional-image/,SAN FERNANDO REY (PROCESSIONAL IMAGE),,"SAN FERNANDO REY (PROCESSIONAL IMAGE)

Polychromed wood and ivory

Height: 138cm

San Fernando Rey Parish

Liloan, Cebu

Accession no. SFR -RO-SV-0O1",60,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02050-1-768x1369.jpg,https://thekabilincenter.org/san-fernando-rey-processional-image/,DSC02050-1-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT IGNATIUS,holy-men-and-women-of-god-saint-ignatius,holy-men-and-women-of-god,088-DSC02144-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/088-DSC02144-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02148-scaled.jpg,https://thekabilincenter.org/saint-ignatius/,SAINT IGNATIUS,,"SAINT IGNATIUS

Height: 107cm

San Fernando Rey Parish

Liloan, Cebu

Accession no. SFR -RO-SV-0O2",61,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02144-768x1369.jpg,https://thekabilincenter.org/saint-ignatius/,DSC02144-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN ANTONIO,holy-men-and-women-of-god-san-antonio,holy-men-and-women-of-god,089-DSC02332-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/089-DSC02332-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC02364-scaled.jpg,https://thekabilincenter.org/san-antonio/,SAN ANTONIO,,"SAN ANTONIO

Height: 136cm

San Fernando Rey Parish

Liloan, Cebu

Accession no. SFR -RO-SV-003",62,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC02332-768x1369.jpg,https://thekabilincenter.org/san-antonio/,DSC02332-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN JUAN NEPOMUCENO (FILER),holy-men-and-women-of-god-san-juan-nepomuceno-filer,holy-men-and-women-of-god,095-DSC00678-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/095-DSC00678-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00690-scaled.jpg,https://thekabilincenter.org/san-juan-nepomuceno-filer/,SAN JUAN NEPOMUCENO (FILER),,"SAN JUAN NEPOMUCENO (FILER)

glass eyes

Height: 108cm

San Juan Nepomuceno Parish Church

San Remegio, Cebu

Accession no. SJN- RO-SV-002",63,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00678-768x1369.jpg,https://thekabilincenter.org/san-juan-nepomuceno-filer/,DSC00678-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN JUAN NEPOMUCENO,holy-men-and-women-of-god-san-juan-nepomuceno,holy-men-and-women-of-god,096-DSC00480-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/096-DSC00480-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00496-scaled.jpg,https://thekabilincenter.org/san-juan-nepomuceno/,SAN JUAN NEPOMUCENO,,"SAN JUAN NEPOMUCENO

Height: 138cm

San Juan Nepomuceno Parish Church

San Remegio, Cebu

Accession no. SJN- RO-SV-003",64,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00480-768x1369.jpg,https://thekabilincenter.org/san-juan-nepomuceno/,DSC00480-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN ISIDRO LABRADOR,holy-men-and-women-of-god-san-isidro-labrador-2,holy-men-and-women-of-god,097-IMG_0080-1-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/097-IMG_0080-1-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/IMG_0099-scaled.jpg,https://thekabilincenter.org/san-isidro-labrador-2/,SAN ISIDRO LABRADOR,,"SAN ISIDRO LABRADOR

glass eyes

Height: 125cm

San Isidro Labrador Parish Church

Tabogon, Cebu

Accession no. TCP -RO-SV-004",65,true,https://thekabilincenter.org/wp-content/uploads/2023/10/IMG_0080-1-768x1368.jpg,https://thekabilincenter.org/san-isidro-labrador-2/,IMG_0080-1-768x1368.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT ANNE,holy-men-and-women-of-god-saint-anne,holy-men-and-women-of-god,098-DSC01233-3-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/098-DSC01233-3-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC01261-scaled.jpg,https://thekabilincenter.org/saint-anne/,SAINT ANNE,,"SAINT ANNE

Wood cartouche with gold lining, glass eyes

Height: 130cm

National Shrine of Nuestra Señora Virgen de la Regla

Lapu-Lapu City, Cebu

Accession no. VDRP-RO-SV-003",66,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01233-3-768x1369.jpg,https://thekabilincenter.org/saint-anne/,DSC01233-3-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT JOAQUIN RELIEF,holy-men-and-women-of-god-saint-joaquin-relief,holy-men-and-women-of-god,099-DSC01693-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/099-DSC01693-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC01701-scaled.jpg,https://thekabilincenter.org/saint-joaquin-relief/,SAINT JOAQUIN RELIEF,,"SAINT JOAQUIN RELIEF

Height: 88cm",67,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01693-2-768x1369.jpg,https://thekabilincenter.org/saint-joaquin-relief/,DSC01693-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT ANNE RELIEF,holy-men-and-women-of-god-saint-anne-relief,holy-men-and-women-of-god,105-DSC01712-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/105-DSC01712-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC01712-scaled.jpg,https://thekabilincenter.org/saint-anne-relief/,SAINT ANNE RELIEF,,"SAINT ANNE RELIEF

Height: 87cm

Wood relief

National Shrine of Nuestra Señora Virgen de la Regla

Lapu-Lapu City, Cebu

Accession no. VDRP-RO-SV- 008 and VDRP-RO-SV- 007",68,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01712-768x1369.jpg,https://thekabilincenter.org/saint-anne-relief/,DSC01712-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT PETER RELIEF,holy-men-and-women-of-god-saint-peter-relief,holy-men-and-women-of-god,106-DSC00339-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/106-DSC00339-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00349-scaled.jpg,https://thekabilincenter.org/saint-peter-relief/,SAINT PETER RELIEF,,"SAINT PETER RELIEF

Height :

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",69,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00339-768x1369.jpg,https://thekabilincenter.org/saint-peter-relief/,DSC00339-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT PETER,holy-men-and-women-of-god-saint-peter-2,holy-men-and-women-of-god,107-DSC00785-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/107-DSC00785-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00793-scaled.jpg,https://thekabilincenter.org/saint-peter-2/,SAINT PETER,,"SAINT PETER

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon , Cebu

Accession no. BPM-",70,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00785-768x1369.jpg,https://thekabilincenter.org/saint-peter-2/,DSC00785-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-4,holy-men-and-women-of-god,108-DSC00743-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/108-DSC00743-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00746-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-4/,SAN VICENTE FERRER,,"SAN VICENTE FERRER

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",71,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00743-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-4/,DSC00743-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-5,holy-men-and-women-of-god,109-DSC00812-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/109-DSC00812-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00816-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-5/,SAN VICENTE FERRER,,"SAN VICENTE FERRER

Height :

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",72,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00812-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-5/,DSC00812-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-6,holy-men-and-women-of-god,110-DSC00835-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/110-DSC00835-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00843-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-6/,SAN VICENTE FERRER,,"SAN VICENTE FERRER

Height :

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",73,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00835-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-6/,DSC00835-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-7,holy-men-and-women-of-god,116-DSC00416-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/116-DSC00416-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00418-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-7/,SAN VICENTE FERRER,,"SAN VICENTE FERRER

Polychromed wood

Height: 31cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-024",74,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00416-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-7/,DSC00416-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN ISIDRO LABRADOR STATUE,holy-men-and-women-of-god-san-isidro-labrador-statue,holy-men-and-women-of-god,117-DSC00393-1-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/117-DSC00393-1-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00396-scaled.jpg,https://thekabilincenter.org/san-isidro-labrador-statue/,SAN ISIDRO LABRADOR STATUE,,"SAN ISIDRO LABRADOR STATUE

Remnants of enamel paint and latex

Height: 36cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-027",75,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00393-1-768x431.jpg,https://thekabilincenter.org/san-isidro-labrador-statue/,DSC00393-1-768x431.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT FRANCIS,holy-men-and-women-of-god-saint-francis-2,holy-men-and-women-of-god,118-DSC00522-1-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/118-DSC00522-1-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00524-scaled.jpg,https://thekabilincenter.org/saint-francis-2/,SAINT FRANCIS,,"SAINT FRANCIS

De bulto

Polychromed wood, glass eyes

Height: 100cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-034",76,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00522-1-768x1369.jpg,https://thekabilincenter.org/saint-francis-2/,DSC00522-1-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT MONICA,holy-men-and-women-of-god-saint-monica,holy-men-and-women-of-god,119-DSC00608-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/119-DSC00608-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00610-scaled.jpg,https://thekabilincenter.org/saint-monica/,SAINT MONICA,,"SAINT MONICA

De bulto , polychromed wood, old black velvet vestment and shawl with golden floral ornaments

Height: 74cm

Accession no. APM-RO-SV-037

Archdiocesan Shrine of San Miguel Arcangel

Argao , Cebu",77,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00608-768x1369.jpg,https://thekabilincenter.org/saint-monica/,DSC00608-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT AUGUSTINE,holy-men-and-women-of-god-saint-augustine-3,holy-men-and-women-of-god,120-DSC00582-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/120-DSC00582-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00591-1-scaled.jpg,https://thekabilincenter.org/saint-augustine-3/,SAINT AUGUSTINE,,"SAINT AUGUSTINE

De bulto , polychromed wood, glass eyes, old black velvet vestment adorned with golden floral ornaments

Height: 76cm

Accession no. APM-RO-SV-038

Archdiocesan Shrine of San Miguel Arcangel

Argao , Cebu",78,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00582-768x1369.jpg,https://thekabilincenter.org/saint-augustine-3/,DSC00582-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN JUAN BAUTISTA,holy-men-and-women-of-god-san-juan-bautista,holy-men-and-women-of-god,126-DSC00222-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/126-DSC00222-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00223-scaled.jpg,https://thekabilincenter.org/san-juan-bautista/,SAN JUAN BAUTISTA,,"SAN JUAN BAUTISTA

De bulto

Polychromed wood, glass eyes

Height: 110cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-041",79,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00222-768x1369.jpg,https://thekabilincenter.org/san-juan-bautista/,DSC00222-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN JUAN (BAPTISM SCENE),holy-men-and-women-of-god-san-juan-baptism-scene,holy-men-and-women-of-god,127-DSC01308-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/127-DSC01308-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC01310-scaled.jpg,https://thekabilincenter.org/san-juan-baptism-scene/,SAN JUAN (BAPTISM SCENE),,"SAN JUAN (BAPTISM SCENE)

De bulto, polychromed wood, glass eyes

Height: 106cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-046",80,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01308-768x1369.jpg,https://thekabilincenter.org/san-juan-baptism-scene/,DSC01308-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SANTO TOMAS DE VILLANUEVA,holy-men-and-women-of-god-santo-tomas-de-villanueva-2,holy-men-and-women-of-god,133-DSC00808-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/133-DSC00808-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00808-scaled.jpg,https://thekabilincenter.org/santo-tomas-de-villanueva-2/,SANTO TOMAS DE VILLANUEVA,,"SANTO TOMAS DE VILLANUEVA

De bulto

Polychromed wood, glass eyes

Height: 110cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-041",81,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00808-768x1369.jpg,https://thekabilincenter.org/santo-tomas-de-villanueva-2/,DSC00808-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN PEDRO,holy-men-and-women-of-god-san-pedro,holy-men-and-women-of-god,134-DSC00896-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/134-DSC00896-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00899-scaled.jpg,https://thekabilincenter.org/san-pedro/,SAN PEDRO,,"SAN PEDRO

De bulto

polychromed wood, glass eyes

Height: 115cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-057",82,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00896-768x1369.jpg,https://thekabilincenter.org/san-pedro/,DSC00896-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SANTA VERONICA,holy-men-and-women-of-god-santa-veronica,holy-men-and-women-of-god,135-DSC00950-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/135-DSC00950-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00956-scaled.jpg,https://thekabilincenter.org/santa-veronica/,SANTA VERONICA,,"SANTA VERONICA

De bulto

Polychromed wood

Height: 103cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-056",83,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00950-768x1369.jpg,https://thekabilincenter.org/santa-veronica/,DSC00950-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN JUAN NEPOMUCENO,holy-men-and-women-of-god-san-juan-nepomuceno-2,holy-men-and-women-of-god,136-DSC00063-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/136-DSC00063-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00069-2-scaled.jpg,https://thekabilincenter.org/san-juan-nepomuceno-2/,SAN JUAN NEPOMUCENO,,"SAN JUAN NEPOMUCENO

Glass eyes

Height: 151cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-010",84,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00063-2-768x1369.jpg,https://thekabilincenter.org/san-juan-nepomuceno-2/,DSC00063-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT PETER,holy-men-and-women-of-god-saint-peter-3,holy-men-and-women-of-god,137-DSC00126-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/137-DSC00126-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00138-2-scaled.jpg,https://thekabilincenter.org/saint-peter-3/,SAINT PETER,,"SAINT PETER

glass eyes

Height (sitting figure): 118cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-019",85,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00126-2-768x1369.jpg,https://thekabilincenter.org/saint-peter-3/,DSC00126-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN DAMASO,holy-men-and-women-of-god-san-damaso,holy-men-and-women-of-god,138-DSC00335-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/138-DSC00335-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00339-2.jpg,https://thekabilincenter.org/san-damaso/,SAN DAMASO,,"SAN DAMASO

glass eyes

Height: 127cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-035",86,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00335-2-768x1369.jpg,https://thekabilincenter.org/san-damaso/,DSC00335-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN ROQUE,holy-men-and-women-of-god-san-roque-6,holy-men-and-women-of-god,144-DSC00424-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/144-DSC00424-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00424-2-scaled.jpg,https://thekabilincenter.org/san-roque-6/,SAN ROQUE,,"SAN ROQUE

iron staff, glass eyes

Height: 113cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-036",87,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00424-2-768x1369.jpg,https://thekabilincenter.org/san-roque-6/,DSC00424-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-8,holy-men-and-women-of-god,145-DSC00731-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/145-DSC00731-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00734-2-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-8/,SAN VICENTE FERRER,,"SAN VICENTE FERRER

Height: 38cm

HOUSE COLLECTION

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-005",88,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00731-2-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-8/,DSC00731-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN VICENTE FERRER (SMALL),holy-men-and-women-of-god-san-vicente-ferrer-small,holy-men-and-women-of-god,151-DSC00943-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/151-DSC00943-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00950-2-1-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-small/,SAN VICENTE FERRER (SMALL),,"SAN VICENTE FERRER (SMALL)

Height: 36cm

(HOUSE COLLECTION) CHAPEL

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-006",89,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00943-2-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-small/,DSC00943-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
CATHEDRA PETRI,holy-men-and-women-of-god-cathedra-petri,holy-men-and-women-of-god,157-DSC03344-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/157-DSC03344-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC03351-scaled.jpg,https://thekabilincenter.org/cathedra-petri/,CATHEDRA PETRI,,"CATHEDRA PETRI

Bas-relief from the old altar

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-008",90,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC03344-768x1369.jpg,https://thekabilincenter.org/cathedra-petri/,DSC03344-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT CATHERINE ORIGINAL FACE,holy-men-and-women-of-god-saint-catherine-original-face,holy-men-and-women-of-god,158-DSC00118-1.jpg,../tod-gallery-images/holy-men-and-women-of-god/158-DSC00118-1.jpg,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00118-1.jpg,https://thekabilincenter.org/saint-catherine-original-face/,SAINT CATHERINE ORIGINAL FACE,,"SAINT CATHERINE ORIGINAL FACE

Detailed de bastidor

Original height: 3-4”

Archdiocesan Shrine of Saint Catherine of Alexandria

Carcar City, Cebu

Accession no. CPM-RO-SV-003",91,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00118-1.jpg,https://thekabilincenter.org/saint-catherine-original-face/,DSC00118-1.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAN GUILLERMO PROCESSIONAL IMAGE (ORIGINAL),holy-men-and-women-of-god-san-guillermo-processional-image-original,holy-men-and-women-of-god,164-DSC02089-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/164-DSC02089-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC02089-scaled.jpg,https://thekabilincenter.org/san-guillermo-processional-image-original/,SAN GUILLERMO PROCESSIONAL IMAGE (ORIGINAL),,"SAN GUILLERMO PROCESSIONAL IMAGE (ORIGINAL)

Polychromed wood, ivory head and hands, glass eyes; black fabric with gold thread; ivory corpus (crucifix)

Height: 142cm

San Guillermo de Aquitania Parish Church

Dalaguete, Cebu

Accession no. DPM-RO-SV-006",92,true,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC02089-768x1369.jpg,https://thekabilincenter.org/san-guillermo-processional-image-original/,DSC02089-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
SAINT GUILLERMO,holy-men-and-women-of-god-saint-guillermo,holy-men-and-women-of-god,170-DSC00505-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/170-DSC00505-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00505-scaled.jpg,https://thekabilincenter.org/saint-guillermo/,SAINT GUILLERMO,,"SAINT GUILLERMO

Polychromed wood, glass eyes

Height: 184cm

San Guillermo de Aquitania Parish Church

Dalaguete, Cebu

Accession no. DPM-RO-SV-044",93,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00505-768x1369.jpg,https://thekabilincenter.org/saint-guillermo/,DSC00505-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
ALTAR SET,home-devotions-altar-set,home-devotions,002-DSC01952-2-scaled.jpg,../tod-gallery-images/home-devotions/002-DSC01952-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01957-2-scaled.jpg,https://thekabilincenter.org/altar-set/,ALTAR SET,,"ALTAR SET

Various religious objects in various sizes

Cebu Metropolitan Cathedral

Cebu City

Accessions no. CMC-RO-SV-008",1,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01952-2-768x431.jpg,https://thekabilincenter.org/altar-set/,DSC01952-2-768x431.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
